time,sat,load
0,STARLINK-1294,2
0,STARLINK-2437,2
0,STARLINK-2626,2
0,STARLINK-2575,1
0,STARLINK-3701,2
0,STARLINK-4115,2
0,STARLINK-5163,0
0,STARLINK-6268,1
0,STARLINK-6186,2
0,STARLINK-30546,0
0,STARLINK-31701,0
0,STARLINK-31858,5
0,STARLINK-33947,2
0,STARLINK-34348,2
0,STARLINK-34235,1
0,STARLINK-34632,0
0,STARLINK-34662,2
0,STARLINK-34664,2
0,STARLINK-34675,2
0,STARLINK-34748,2
0,STARLINK-34757,0
0,STARLINK-34722,0
0,STARLINK-34676,1
0,STARLINK-34631,1
0,STARLINK-34570,1
1,STARLINK-2626,2
1,STARLINK-2575,6
1,STARLINK-3701,2
1,STARLINK-5163,2
1,STARLINK-6186,0
1,STARLINK-30546,1
1,STARLINK-31701,0
1,STARLINK-31858,0
1,STARLINK-34235,1
1,STARLINK-34646,2
1,STARLINK-34649,0
1,STARLINK-34660,1
1,STARLINK-34604,2
1,STARLINK-34620,2
1,STARLINK-34748,2
1,STARLINK-34676,1
1,STARLINK-34578,1
1,STARLINK-34690,0
2,STARLINK-2626,2
2,STARLINK-2575,6
2,STARLINK-3701,5
2,STARLINK-5163,2
2,STARLINK-5086,0
2,STARLINK-6186,0
2,STARLINK-6227,0
2,STARLINK-30546,2
2,STARLINK-31701,0
2,STARLINK-31858,4
2,STARLINK-33875,1
2,STARLINK-34697,0
2,STARLINK-34693,0
2,STARLINK-34608,0
2,STARLINK-34644,2
2,STARLINK-34685,2
2,STARLINK-34736,2
2,STARLINK-34682,1
2,STARLINK-34654,1
2,STARLINK-34628,0
3,STARLINK-1298,0
3,STARLINK-2626,2
3,STARLINK-2575,8
3,STARLINK-3701,3
3,STARLINK-5163,0
3,STARLINK-5086,0
3,STARLINK-6186,0
3,STARLINK-6227,0
3,STARLINK-30546,2
3,STARLINK-31858,0
3,STARLINK-31910,5
3,STARLINK-33875,3
3,STARLINK-34666,1
3,STARLINK-34567,2
3,STARLINK-34633,0
3,STARLINK-34624,1
3,STARLINK-34651,0
3,STARLINK-34544,1
4,STARLINK-1200,0
4,STARLINK-1966,2
4,STARLINK-2575,7
4,STARLINK-3775,1
4,STARLINK-5163,1
4,STARLINK-5086,7
4,STARLINK-6268,1
4,STARLINK-6186,1
4,STARLINK-6227,0
4,STARLINK-31910,6
4,STARLINK-32001,1
4,STARLINK-33875,4
4,STARLINK-34163,1
4,STARLINK-33924,2
4,STARLINK-34338,0
4,STARLINK-34604,2
4,STARLINK-34658,1
4,STARLINK-34675,2
4,STARLINK-34667,2
4,STARLINK-34684,2
5,STARLINK-1298,0
5,STARLINK-4158,11
5,STARLINK-5086,4
5,STARLINK-6186,5
5,STARLINK-5860,0
5,STARLINK-6227,0
5,STARLINK-30955,1
5,STARLINK-31353,12
5,STARLINK-31366,2
5,STARLINK-31910,2
5,STARLINK-32001,1
5,STARLINK-33875,2
5,STARLINK-34163,0
5,STARLINK-34209,2
5,STARLINK-34629,2
5,STARLINK-34632,0
5,STARLINK-34646,2
5,STARLINK-34641,1
5,STARLINK-34696,1
5,STARLINK-34644,2
5,STARLINK-34685,2
5,STARLINK-34668,0
5,STARLINK-34723,1
5,STARLINK-34706,0
5,STARLINK-34746,0
5,STARLINK-34683,1
6,STARLINK-4158,10
6,STARLINK-5086,3
6,STARLINK-5860,0
6,STARLINK-6227,0
6,STARLINK-30955,7
6,STARLINK-31353,10
6,STARLINK-31366,2
6,STARLINK-31684,1
6,STARLINK-31910,2
6,STARLINK-32001,1
6,STARLINK-33873,1
6,STARLINK-33875,9
6,STARLINK-33918,2
6,STARLINK-34165,0
6,STARLINK-34163,3
6,STARLINK-33926,0
6,STARLINK-34608,0
6,STARLINK-34669,2
6,STARLINK-34723,1
6,STARLINK-34706,0
6,STARLINK-34746,0
6,STARLINK-34722,0
6,STARLINK-34683,1
6,STARLINK-34570,1
6,STARLINK-34690,0
7,STARLINK-1306,1
7,STARLINK-4158,8
7,STARLINK-5860,10
7,STARLINK-30955,8
7,STARLINK-31353,0
7,STARLINK-31684,3
7,STARLINK-32001,10
7,STARLINK-33873,5
7,STARLINK-33918,3
7,STARLINK-34165,0
7,STARLINK-34163,8
7,STARLINK-34213,2
7,STARLINK-34693,0
7,STARLINK-34567,2
7,STARLINK-34662,2
7,STARLINK-34633,0
7,STARLINK-34667,2
7,STARLINK-34757,0
7,STARLINK-34564,0
7,STARLINK-34628,0
8,STARLINK-1200,0
8,STARLINK-1237,1
8,STARLINK-2437,3
8,STARLINK-4158,11
8,STARLINK-5860,8
8,STARLINK-31353,0
8,STARLINK-32001,13
8,STARLINK-33873,18
8,STARLINK-33918,4
8,STARLINK-34165,1
8,STARLINK-34163,6
8,STARLINK-34337,2
8,STARLINK-34235,1
8,STARLINK-34697,0
8,STARLINK-34666,1
