user_id,time,sat,channel,data_rate
82,11,STARLINK-34160,7,75.4201526504526
82,10,STARLINK-34160,7,106.25765402791035
82,9,STARLINK-34160,7,39.717811016868545
82,8,STARLINK-4158,14,111.20347151668611
82,7,STARLINK-4158,14,253.6270181154059
82,6,STARLINK-4158,14,245.26433732702935
82,5,STARLINK-4158,14,230.77470387724748
82,4,STARLINK-2575,18,178.23652577151822
82,3,STARLINK-2575,18,221.84939389905236
82,2,STARLINK-2575,18,137.84462617534035
82,1,STARLINK-2575,18,229.34284927074907
82,0,STARLINK-31858,0,256.5950597279211
84,10,STARLINK-34160,0,106.25765402791035
84,9,STARLINK-34160,0,104.87609792460724
84,8,STARLINK-4158,20,227.64999896762046
84,7,STARLINK-4158,20,253.6270181154059
84,6,STARLINK-4158,20,245.26433732702935
84,5,STARLINK-4158,20,230.77470387724748
84,4,STARLINK-2575,23,178.23652577151822
84,3,STARLINK-2575,23,221.84939389905236
84,2,STARLINK-2575,23,137.84462617534035
84,1,STARLINK-2575,23,229.34284927074907
84,0,STARLINK-31858,1,256.5950597279211
80,11,STARLINK-34160,18,75.4201526504526
80,10,STARLINK-34160,18,106.25765402791035
80,9,STARLINK-34160,18,104.87609792460724
80,8,STARLINK-4158,22,227.64999896762046
80,7,STARLINK-4158,22,253.62701810493087
80,6,STARLINK-4158,22,245.26433732702935
80,5,STARLINK-4158,22,230.77470387724748
80,4,STARLINK-2575,5,178.23652577151822
80,3,STARLINK-2575,5,221.84939389905236
80,2,STARLINK-2575,5,137.84448530765053
80,1,STARLINK-2575,5,229.34284927074907
80,0,STARLINK-31858,5,256.5950597279211
81,11,STARLINK-34160,19,75.4201526504526
81,10,STARLINK-34160,19,106.25765402791035
81,9,STARLINK-34160,19,104.87609792460724
81,8,STARLINK-4158,8,227.64951995288575
81,7,STARLINK-4158,8,253.6270181154059
81,6,STARLINK-4158,8,245.26433732702935
81,5,STARLINK-4158,8,230.77470387724748
81,4,STARLINK-2575,13,178.2361838461199
81,3,STARLINK-2575,13,221.84939389905236
81,2,STARLINK-2575,13,137.84462617534035
81,1,STARLINK-2575,13,229.3421170266913
81,0,STARLINK-31858,10,256.5950597279211
83,12,STARLINK-34160,11,136.1140463466329
83,11,STARLINK-34160,11,75.4201526504526
83,10,STARLINK-34160,11,106.25758238907083
83,9,STARLINK-34160,11,104.8757352069778
83,8,STARLINK-4158,5,227.64986938518734
83,7,STARLINK-4158,5,253.6270181154059
83,6,STARLINK-4158,5,245.26433732702935
