timestamp,prefix,trial,n_bg,min_dur,max_dur,mode,blocked,total,blocking_rate
2025-09-14T20:04:36,mslb_W2_users100_alpha1,0,500,1,10,stick_until_invisible,21,500,0.042
2025-09-14T20:04:37,mslb_W2_users100_alpha1,1,500,1,10,stick_until_invisible,9,500,0.018
2025-09-14T20:04:37,mslb_W2_users100_alpha1,2,500,1,10,stick_until_invisible,21,500,0.042
2025-09-14T20:04:37,mslb_W2_users100_alpha1,3,500,1,10,stick_until_invisible,10,500,0.02
2025-09-14T20:04:37,mslb_W2_users100_alpha1,4,500,1,10,stick_until_invisible,14,500,0.028
2025-09-14T20:04:37,mslb_W2_users100_alpha1,5,500,1,10,stick_until_invisible,15,500,0.03
2025-09-14T20:04:37,mslb_W2_users100_alpha1,6,500,1,10,stick_until_invisible,18,500,0.036
2025-09-14T20:04:37,mslb_W2_users100_alpha1,7,500,1,10,stick_until_invisible,18,500,0.036
2025-09-14T20:04:38,mslb_W2_users100_alpha1,8,500,1,10,stick_until_invisible,20,500,0.04
2025-09-14T20:04:38,mslb_W2_users100_alpha1,9,500,1,10,stick_until_invisible,19,500,0.038
